SB,SBA,SBC,SBCA
-0.00041707052453319614,-0.0003186845097614299,-0.0004089964187872827,-0.0003240457892705423
0.0027553123710661147,0.002842836872709486,0.002703348784618015,0.0028415986668031586
0.03159978458588609,0.03186921049213348,0.03152126848590491,0.03188280578740585
0.005230464593454783,0.005332983957402561,0.00514979153112723,0.005330382584735971
0.006444208409815329,0.006355620029916693,0.006537335288153099,0.006353326173001937
-0.0032521369374998435,-0.003182598869183026,-0.003364085802139156,-0.0031796690617734553
0.009069868960707484,0.00914123462699366,0.008966672005731894,0.009148541772863172
-0.003426111109401627,-0.003415133933806109,-0.003420812454387863,-0.003416044059133489
0.0047701404432369966,0.0048418889870568,0.004619810260331031,0.004841491856126874
-0.008087764428382188,-0.008090089598112794,-0.008024216299502453,-0.00809858818813882
0.007301281026367398,0.0073847938950363425,0.007477044369575604,0.007371418731796155
-0.0019347058252843807,-0.0019589299906338704,-0.0018867984188846237,-0.0019654552669887667
-0.0023482986271989997,-0.002396368591556771,-0.0023147455363863806,-0.002392068606981809
-0.00013473393819882147,-0.0001320325996317794,-0.0001337778298637578,-0.00013184909749853937
-0.00832753168322788,-0.008332626022068619,-0.008246565777793443,-0.008345692262971568
-0.003826875082959271,-0.003880259395487792,-0.0037706436778610747,-0.0038742092948406024
-0.025150610935716175,-0.02517686892569585,-0.02508663213226097,-0.025182594509586365
0.009849700014159572,0.009825996540052114,0.009877103674049183,0.00983306206878426
-0.010258354638371823,-0.01021407061909874,-0.01027631218071513,-0.010216739229339277
0.005660458619505752,0.005644681570375024,0.005642908138409455,0.005650615463702383
0.013565163274822862,0.013636019708192473,0.013519416914336571,0.013633806673455718
0.009507551711376641,0.009470586588794879,0.009426483296177032,0.009483342310552473
0.008346050417878226,0.008387693236925101,0.008333650381834382,0.008383942522853818
0.014940970517879574,0.014950040090441255,0.015018261268033621,0.014941869459078187
0.006970468937521145,0.006999720696449641,0.006936955819865574,0.00700026288933336
-0.005075357568421013,-0.005091931951644084,-0.005099659821011538,-0.005086612456580793
0.0026060028000568646,0.0026349482415293085,0.0025769904066725476,0.002635684364848055
0.0006092747744345652,0.000542283551212416,0.0006590295260562832,0.0005436115395217135
0.005127438703436307,0.0051207340358827794,0.00510812316317523,0.005121230553395116
-0.005347997157097056,-0.005291849511836829,-0.005484937853203515,-0.0052837632566934654
